ID,Categoria,Produto,Preco,Custo,Marca,Data,Estoque,Status,Pagamento_Comum,Avaliacao,Qtd_Comprada
1305,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2025-10-30,73,Disponível,Transferência Bancária,4.2,1
1306,PC,HP Pavilion,"2.141,31","1662,44",HP,2025-07-28,10,Disponível,Boleto,3.3,1
1307,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2024-11-10,11,Esgotado,Boleto,3.8,2
1308,Celulares,iPhone 13,"6.013,10","5336,24",Apple,2024-05-13,75,Esgotado,Transferência Bancária,3.8,1
1309,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-03-22,40,Esgotado,Transferência Bancária,3.3,2
1310,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-01-02,34,Disponível,Pix,4.0,1
1311,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2025-09-22,58,Disponível,Cartão de Crédito,4.8,2
1312,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2025-07-01,76,Em Trânsito,Boleto,3.6,1
1313,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-04-08,36,Esgotado,Cartão de Crédito,3.7,1
1314,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2025-09-25,100,Em Trânsito,Cartão de Crédito,4.1,1
1315,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-04-29,59,Esgotado,Transferência Bancária,5.0,2
1316,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2024-12-27,57,Disponível,Pix,3.6,1
1317,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-07-22,52,Em Trânsito,Pix,3.2,1
1318,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2024-09-13,37,Em Trânsito,Boleto,4.1,1
1319,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2025-05-10,32,Em Trânsito,Cartão de Crédito,4.9,1
1320,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-10-02,92,Disponível,Boleto,3.5,2
1321,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-02-22,83,Em Trânsito,Transferência Bancária,4.8,1
1322,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2024-10-30,64,Esgotado,Transferência Bancária,3.5,2
1323,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2024-12-04,34,Esgotado,Transferência Bancária,3.8,1
1324,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-04-04,92,Esgotado,Boleto,3.5,1
1325,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2025-05-01,78,Em Trânsito,Transferência Bancária,4.0,1
1326,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2025-06-20,69,Esgotado,Cartão de Crédito,4.1,1
1327,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2025-11-05,37,Disponível,Cartão de Crédito,3.0,1
1328,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2025-09-02,12,Esgotado,Pix,5.0,1
1329,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-06-27,40,Disponível,Cartão de Crédito,4.1,1
1330,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2024-05-03,59,Disponível,Pix,4.1,1
1331,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-10-09,52,Esgotado,Pix,3.3,1
1332,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-07-31,96,Esgotado,Boleto,3.5,2
1333,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-02-10,53,Esgotado,Transferência Bancária,4.2,2
1334,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2024-01-25,71,Esgotado,Cartão de Crédito,4.7,1
1335,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2025-12-14,42,Em Trânsito,Transferência Bancária,4.3,1
1336,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-11-09,94,Esgotado,Pix,3.9,1
1337,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2025-09-08,5,Esgotado,Boleto,4.5,1
1338,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-04-26,15,Disponível,Pix,3.1,2
1339,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2025-02-21,42,Esgotado,Cartão de Crédito,3.6,1
1340,PC,HP Pavilion,"2.141,31","1662,44",HP,2025-12-17,38,Em Trânsito,Boleto,3.0,1
1341,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-08-07,16,Esgotado,Transferência Bancária,5.0,1
1342,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-11-29,13,Disponível,Boleto,3.4,1
1343,PC,HP Pavilion,"2.141,31","1662,44",HP,2025-06-16,95,Disponível,Transferência Bancária,3.9,1
1344,Teclado,Microsoft Ergonomic Keyboard,"5.439,00","3984,88",Microsoft,2025-10-10,95,Esgotado,Pix,4.2,1
1345,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2024-02-17,16,Em Trânsito,Pix,3.1,1
1346,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-10-16,11,Esgotado,Boleto,3.7,1
1347,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2024-06-08,51,Em Trânsito,Transferência Bancária,3.6,1
1348,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2025-10-16,96,Disponível,Cartão de Crédito,3.0,1
1349,PC,HP Pavilion,"2.141,31","1662,44",HP,2025-06-20,97,Em Trânsito,Boleto,3.9,1
1350,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2025-03-14,0,Esgotado,Boleto,4.4,1
1351,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2025-08-27,78,Em Trânsito,Boleto,3.2,2
1352,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-09-19,72,Disponível,Cartão de Crédito,3.7,1
1353,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2024-05-02,41,Disponível,Pix,4.8,1
1354,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-04-23,70,Em Trânsito,Boleto,3.2,1
1355,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2025-05-04,20,Esgotado,Cartão de Crédito,4.9,1
1356,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-10-12,25,Esgotado,Cartão de Crédito,4.2,2
1357,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-03-15,77,Em Trânsito,Boleto,4.2,1
1358,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-08-24,31,Esgotado,Boleto,3.2,1
1359,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2025-01-17,100,Disponível,Boleto,4.5,1
1360,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2025-09-30,45,Esgotado,Transferência Bancária,3.8,1
1361,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-01-05,94,Disponível,Boleto,4.1,1
1362,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-06-13,10,Esgotado,Boleto,3.4,1
1363,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-01-18,57,Disponível,Pix,4.3,1
1364,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-08-27,50,Em Trânsito,Boleto,3.5,1
1365,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2024-09-04,13,Esgotado,Cartão de Crédito,3.5,1
1366,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-02-08,14,Disponível,Cartão de Crédito,3.5,2
1367,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2024-04-16,70,Esgotado,Cartão de Crédito,3.9,1
1368,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2025-03-14,41,Em Trânsito,Boleto,4.1,1
1369,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2025-06-27,19,Esgotado,Cartão de Crédito,3.4,2
1370,Celulares,iPhone 13,"6.013,10","5336,24",Apple,2025-07-08,41,Esgotado,Boleto,3.2,2
1371,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2024-09-24,46,Disponível,Transferência Bancária,3.4,500
1372,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-01-26,5,Esgotado,Transferência Bancária,3.6,1
1373,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2025-04-14,64,Disponível,Transferência Bancária,3.4,1
1374,PC,HP Pavilion,"2.141,31","1662,44",HP,2025-03-04,64,Esgotado,Transferência Bancária,3.3,1
1375,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-04-24,96,Esgotado,Pix,4.8,1
1376,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-01-03,51,Disponível,Boleto,3.8,2
1377,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-05-02,79,Esgotado,Boleto,4.9,1
1378,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-07-21,33,Esgotado,Transferência Bancária,4.4,1
1379,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-04-05,94,Esgotado,Boleto,3.0,1
1380,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-11-29,28,Esgotado,Pix,3.6,2
1381,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-01-28,15,Esgotado,Pix,3.2,2
1382,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2025-02-05,56,Em Trânsito,Pix,3.2,2
1383,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-06-03,93,Disponível,Cartão de Crédito,4.3,1
1384,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2025-04-05,28,Disponível,Boleto,3.7,1
1385,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-06-30,29,Em Trânsito,Transferência Bancária,4.7,1
1386,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-04-10,72,Em Trânsito,Transferência Bancária,4.0,1
1387,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-08-27,23,Esgotado,Transferência Bancária,3.4,1
1388,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-06-07,3,Em Trânsito,Pix,4.3,1
1389,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-12-14,56,Em Trânsito,Boleto,3.2,1
1390,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-10-16,46,Disponível,Pix,3.8,1
1391,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-08-26,80,Em Trânsito,Cartão de Crédito,3.7,1
1392,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2025-04-18,33,Disponível,Cartão de Crédito,3.4,2
1393,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-05-16,82,Disponível,Boleto,4.3,1
1394,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2025-08-23,2,Disponível,Boleto,3.3,1
1395,Notebooks,MacBook Air M1,"2.168,11","1527,65",Apple,2024-06-05,6,Em Trânsito,Cartão de Crédito,4.9,1
1396,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-07-04,34,Esgotado,Cartão de Crédito,3.5,1
1397,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-08-02,24,Disponível,Transferência Bancária,3.9,1
1398,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-06-12,78,Disponível,Pix,3.4,2
1399,Celulares,iPhone 13,"6.013,10","5336,24",Apple,2025-06-22,81,Esgotado,Cartão de Crédito,3.6,1
1400,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-11-29,72,Disponível,Boleto,3.7,2
1401,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-02-18,99,Esgotado,Boleto,4.1,1
1402,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-03-13,6,Em Trânsito,Cartão de Crédito,3.2,1
1403,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-03-05,85,Disponível,Pix,4.6,1
1404,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2025-02-04,96,Disponível,Cartão de Crédito,5.0,1
1405,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-03-31,47,Em Trânsito,Cartão de Crédito,4.1,1
1406,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-04-04,87,Disponível,Transferência Bancária,3.7,1
1407,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-09-10,59,Em Trânsito,Pix,3.1,1
1408,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2025-08-14,17,Esgotado,Boleto,3.9,1
1409,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2024-05-20,50,Disponível,Transferência Bancária,3.8,1
1410,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-05-09,5,Esgotado,Boleto,3.8,1
1411,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-05-19,22,Em Trânsito,Boleto,4.6,2
1412,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-06-17,39,Esgotado,Boleto,4.4,1
1413,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2025-08-28,69,Esgotado,Boleto,4.2,2
1414,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-09-27,59,Disponível,Cartão de Crédito,3.3,1
1415,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2024-12-31,80,Esgotado,Pix,3.6,1
1416,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-05-13,64,Em Trânsito,Cartão de Crédito,3.7,2
1417,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2025-10-06,49,Esgotado,Transferência Bancária,4.7,2
1418,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2025-05-17,9,Esgotado,Cartão de Crédito,4.0,1
1419,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-01-20,73,Em Trânsito,Transferência Bancária,5.0,1
1420,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-10-15,12,Esgotado,Transferência Bancária,3.8,1
1421,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-07-05,30,Disponível,Transferência Bancária,3.6,1
1422,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2025-05-03,60,Esgotado,Transferência Bancária,4.1,2
1423,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2025-07-13,86,Em Trânsito,Boleto,4.9,2
1424,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-07-30,12,Em Trânsito,Boleto,4.4,1
1425,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-07-13,5,Em Trânsito,Pix,3.2,1
1426,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2024-06-30,61,Disponível,Boleto,4.3,1
1427,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-11-27,0,Disponível,Cartão de Crédito,3.0,1
1428,PC,HP Pavilion,"2.141,31","1662,44",HP,2025-11-26,83,Em Trânsito,Pix,3.9,1
1429,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2025-09-04,56,Em Trânsito,Pix,3.4,1
1430,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2025-02-02,100,Disponível,Transferência Bancária,4.5,1
1431,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-10-18,36,Esgotado,Cartão de Crédito,4.3,2
1432,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-08-02,3,Disponível,Boleto,5.0,1
1433,PC,HP Pavilion,"2.141,31","1662,44",HP,2025-12-27,86,Disponível,Boleto,4.1,1
1434,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2025-10-31,68,Esgotado,Cartão de Crédito,3.6,1
1435,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2025-09-01,76,Em Trânsito,Pix,4.4,2
1436,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-03-09,30,Em Trânsito,Transferência Bancária,3.8,1
1437,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-09-20,84,Disponível,Pix,4.1,1
1438,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2024-02-08,90,Disponível,Transferência Bancária,4.4,1
1439,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2024-06-08,97,Em Trânsito,Pix,4.8,2
1440,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2024-06-25,76,Em Trânsito,Cartão de Crédito,3.1,1
1441,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2025-07-07,82,Esgotado,Boleto,3.9,1
1442,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-02-17,47,Disponível,Pix,3.6,1
1443,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2025-04-09,29,Disponível,Pix,3.0,1
1444,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-07-29,62,Em Trânsito,Boleto,4.5,1
1445,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2025-03-04,51,Disponível,Transferência Bancária,3.7,1
1446,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-03-05,45,Disponível,Boleto,3.7,2
1447,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-02-03,31,Esgotado,Boleto,4.1,2
1448,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-01-31,86,Esgotado,Boleto,3.5,1
1449,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2025-06-21,17,Disponível,Transferência Bancária,4.5,2
1450,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-12-09,5,Disponível,Boleto,4.1,1
1451,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2025-02-01,21,Em Trânsito,Cartão de Crédito,4.7,1
1452,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-06-21,12,Em Trânsito,Boleto,3.1,1
1453,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2024-08-11,43,Disponível,Cartão de Crédito,4.5,1
1454,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2024-07-14,80,Esgotado,Transferência Bancária,3.3,2
1455,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2024-04-24,38,Disponível,Boleto,3.6,1
1456,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-09-17,92,Em Trânsito,Pix,3.3,1
1457,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-05-04,51,Esgotado,Transferência Bancária,3.9,1
1458,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2024-09-30,51,Disponível,Pix,3.9,2
1459,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2024-01-09,3,Em Trânsito,Cartão de Crédito,3.1,1
1460,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2024-07-25,3,Em Trânsito,Pix,3.4,1
1461,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2025-11-17,43,Disponível,Pix,4.1,1
1462,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-06-28,66,Disponível,Transferência Bancária,4.0,1
1463,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-05-31,60,Esgotado,Pix,4.7,1
1464,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2024-01-03,9,Esgotado,Pix,3.9,1
1465,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2025-06-24,96,Disponível,Pix,3.8,2
1466,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-02-17,52,Esgotado,Transferência Bancária,3.1,1
1467,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2025-08-06,42,Esgotado,Boleto,4.5,1
1468,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-01-22,5,Disponível,Pix,4.2,2
1469,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2024-06-02,90,Disponível,Cartão de Crédito,3.5,1
1470,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2024-11-17,14,Em Trânsito,Transferência Bancária,3.5,1
1471,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-04-07,41,Disponível,Boleto,4.8,2
1472,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2024-03-11,94,Disponível,Pix,3.1,1
1473,Celulares,Motorola G60,"12.195,34","10569,37",Motorola,2025-08-15,6,Em Trânsito,Boleto,3.6,1
1474,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2024-04-06,51,Disponível,Cartão de Crédito,4.1,1
1475,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2025-04-07,70,Em Trânsito,Pix,3.9,1
1476,Fones de Ouvido,Sony WH-1000XM4,"11.247,13","6777,76",Sony,2025-05-16,25,Disponível,Pix,3.2,1
1477,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2025-08-31,22,Esgotado,Pix,3.8,2
1478,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2025-02-27,98,Disponível,Pix,3.6,2
1479,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2025-10-13,90,Em Trânsito,Pix,3.3,1
1480,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2025-02-19,72,Esgotado,Pix,3.1,1
1481,Teclado,Logitech K380,"14.039,46","10481,4",Logitech,2025-11-07,22,Disponível,Transferência Bancária,3.8,2
1482,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-08-16,12,Em Trânsito,Boleto,3.6,1
1483,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-07-15,26,Esgotado,Transferência Bancária,3.2,1
1484,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-11-10,44,Disponível,Transferência Bancária,4.9,1
1485,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2025-03-05,90,Disponível,Boleto,4.4,1
1486,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2024-01-29,80,Disponível,Cartão de Crédito,3.2,1
1487,Notebooks,MacBook Pro M2,154.46,"105,62",Apple,2024-01-26,79,Em Trânsito,Boleto,4.5,1
1488,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2025-08-19,86,Esgotado,Boleto,4.8,1
1489,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-11-04,31,Em Trânsito,Pix,3.7,2
1490,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2024-02-11,25,Em Trânsito,Transferência Bancária,3.6,1
1491,PC,Dell XPS Desktop,"4.984,69","4268,42",Dell,2024-04-29,47,Disponível,Cartão de Crédito,4.8,1
1492,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-07-27,38,Em Trânsito,Cartão de Crédito,3.0,1
1493,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2025-03-11,8,Esgotado,Boleto,4.5,1
1494,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-08-07,10,Em Trânsito,Cartão de Crédito,3.7,1
1495,Teclado,Razer BlackWidow,"6.655,86","4814,68",Razer,2024-07-26,62,Disponível,Boleto,3.7,2
1496,PC,HP Pavilion,"2.141,31","1662,44",HP,2024-12-31,92,Esgotado,Boleto,3.0,2
1497,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2024-05-19,6,Esgotado,Cartão de Crédito,4.4,1
1498,Celulares,iPhone 12,"5.302,53","4676,81",Apple,2024-02-17,50,Disponível,Boleto,4.1,1
1499,Mouse,Corsair Harpoon,"13.522,03","12057,87",Corsair,2024-01-20,12,Esgotado,Transferência Bancária,3.2,1
1500,Notebooks,Acer Aspire 5,"2.581,49","2028,26",Acer,2024-07-07,28,Disponível,Transferência Bancária,4.1,1
1501,PC,Lenovo Legion Tower,"13.763,15","11515,23",Lenovo,2025-08-26,5,Em Trânsito,Cartão de Crédito,5.0,1
1502,PC,Acer Nitro 50,"4.142,97","2552,62",Acer,2024-08-27,45,Disponível,Cartão de Crédito,3.7,2
1503,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2025-09-01,42,Em Trânsito,Boleto,4.8,1
1504,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2024-06-27,35,Disponível,Transferência Bancária,4.9,1
1505,Mouse,Razer DeathAdder,"12.287,34","8646,55",Razer,2025-12-26,86,Disponível,Pix,4.7,1
1506,Fones de Ouvido,Samsung Galaxy Buds,"5.593,51","3832,46",Samsung,2024-12-30,81,Disponível,Boleto,3.6,2
1507,Celulares,Samsung Galaxy S22,"1.752,45","1555,68",Samsung,2025-09-21,27,Esgotado,Cartão de Crédito,3.7,1
1508,Fones de Ouvido,AirPods Pro,"2.289,04","1700,71",Apple,2024-03-27,27,Esgotado,Boleto,4.9,1
1509,Mouse,Microsoft Bluetooth Mouse,"1.449,98","955,78",Microsoft,2025-06-05,20,Esgotado,Pix,4.7,1
1510,Mouse,Logitech MX Master 3,"9.207,27","5668,43",Logitech,2024-03-18,88,Disponível,Transferência Bancária,3.5,2
1511,PC,HP Pavilion,"2.141,31","1662,44",HP,2025-03-04,28,Em Trânsito,Boleto,4.3,1
1512,Celulares,iPhone 13,"6.013,10","5336,24",Apple,2024-05-30,14,Esgotado,Pix,3.7,1
1513,Teclado,Corsair K95,"12.406,25","9161,07",Corsair,2024-02-27,5,Disponível,Boleto,4.3,1
1514,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2024-05-17,73,Disponível,Transferência Bancária,4.0,2
1515,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-08-16,38,Em Trânsito,Transferência Bancária,3.3,2
1516,Fones de Ouvido,JBL Tune 500BT,"10.077,31","8732,61",JBL,2025-08-17,44,Disponível,Cartão de Crédito,4.2,1
1517,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-08-04,14,Esgotado,Boleto,3.9,1
1518,Notebooks,Lenovo IdeaPad 3,"7.056,24","4962,63",Lenovo,2025-01-13,61,Em Trânsito,Cartão de Crédito,3.4,2
1519,Celulares,Samsung Galaxy S21,"4.723,48","4103,0",Samsung,2025-04-22,29,Em Trânsito,Cartão de Crédito,4.7,1
1520,Celulares,Motorola Edge 20,"12.970,07","8149,33",Motorola,2024-02-27,55,Em Trânsito,Pix,3.7,1
1521,Celulares,iPhone 11,"6.160,88","3945,07",Apple,2024-10-29,22,Disponível,Cartão de Crédito,3.2,2
1522,Notebooks,Dell Inspiron 15,"14.376,02","9354,73",Dell,2024-02-10,66,Disponível,Transferência Bancária,3.9,2
